source,file,split
BUS-BRA,bus_0766-s.png,train
BUS-BRA,bus_0767-s.png,test
BUS-BRA,bus_0768-s.png,train
BUS-BRA,bus_0769-s.png,train
BUS-BRA,bus_0770-s.png,train
BUS-BRA,bus_0771-s.png,train
BUS-BRA,bus_0772-s.png,train
BUS-BRA,bus_0773-s.png,test
BUS-BRA,bus_0774-s.png,train
BUS-BRA,bus_0775-s.png,train
BUS-BRA,bus_0776-s.png,test
BUS-BRA,bus_0777-s.png,test
BUS-BRA,bus_0778-s.png,train
BUS-BRA,bus_0779-s.png,test
BUS-BRA,bus_0780-s.png,val
BUS-BRA,bus_0781-s.png,train
BUS-BRA,bus_0782-s.png,train
BUS-BRA,bus_0783-s.png,val
BUS-BRA,bus_0784-s.png,train
BUS-BRA,bus_0785-s.png,train
BUS-BRA,bus_0786-s.png,train
BUS-BRA,bus_0787-s.png,train
BUS-BRA,bus_0788-s.png,train
BUS-BRA,bus_0789-s.png,test
BUS-BRA,bus_0790-s.png,test
BUS-BRA,bus_0791-s.png,test
BUS-BRA,bus_0792-s.png,train
BUS-BRA,bus_0793-s.png,val
BUS-BRA,bus_0794-s.png,train
BUS-BRA,bus_0795-s.png,train
BUS-BRA,bus_0796-s.png,train
BUS-BRA,bus_0797-s.png,train
BUS-BRA,bus_0798-s.png,train
BUS-BRA,bus_0799-s.png,test
BUS-BRA,bus_0800-s.png,test
BUS-BRA,bus_0801-s.png,test
BUS-BRA,bus_0802-s.png,val
BUS-BRA,bus_0803-s.png,train
BUS-BRA,bus_0804-s.png,train
BUS-BRA,bus_0805-s.png,train
BUS-BRA,bus_0806-s.png,train
BUS-BRA,bus_0807-s.png,train
BUS-BRA,bus_0808-s.png,train
BUS-BRA,bus_0809-s.png,test
BUS-BRA,bus_0810-s.png,test
BUS-BRA,bus_0811-s.png,val
BUS-BRA,bus_0812-s.png,test
BUS-BRA,bus_0813-s.png,train
BUS-BRA,bus_0814-s.png,train
BUS-BRA,bus_0815-s.png,test
BUS-BRA,bus_0816-s.png,val
BUS-BRA,bus_0817-s.png,train
BUS-BRA,bus_0818-s.png,test
BUS-BRA,bus_0819-s.png,test
BUS-BRA,bus_0820-s.png,train
BUS-BRA,bus_0821-s.png,train
BUS-BRA,bus_0822-s.png,train
BUS-BRA,bus_0823-s.png,train
BUS-BRA,bus_0824-s.png,train
BUS-BRA,bus_0825-s.png,val
BUS-BRA,bus_0826-s.png,test
BUS-BRA,bus_0827-s.png,test
BUS-BRA,bus_0828-s.png,train
BUS-BRA,bus_0829-s.png,test
BUS-BRA,bus_0830-s.png,train
BUS-BRA,bus_0831-s.png,train
BUS-BRA,bus_0832-s.png,train
BUS-BRA,bus_0833-s.png,train
BUS-BRA,bus_0834-s.png,train
BUS-BRA,bus_0835-s.png,train
BUS-BRA,bus_0836-s.png,train
BUS-BRA,bus_0837-s.png,val
BUS-BRA,bus_0838-s.png,train
BUS-BRA,bus_0839-s.png,train
BUS-BRA,bus_0840-s.png,test
BUS-BRA,bus_0841-s.png,train
BUS-BRA,bus_0842-s.png,test
BUS-BRA,bus_0843-s.png,train
BUS-BRA,bus_0844-s.png,train
BUS-BRA,bus_0845-s.png,train
BUS-BRA,bus_0846-s.png,test
BUS-BRA,bus_0847-s.png,train
BUS-BRA,bus_0848-l.png,test
BUS-BRA,bus_0848-r.png,test
BUS-BRA,bus_0849-l.png,test
BUS-BRA,bus_0849-r.png,test
BUS-BRA,bus_0850-l.png,val
BUS-BRA,bus_0850-r.png,val
BUS-BRA,bus_0851-s.png,test
BUS-BRA,bus_0852-s.png,train
BUS-BRA,bus_0853-l.png,train
BUS-BRA,bus_0853-r.png,train
BUS-BRA,bus_0854-s.png,train
BUS-BRA,bus_0855-l.png,train
BUS-BRA,bus_0855-r.png,train
BUS-BRA,bus_0856-l.png,test
BUS-BRA,bus_0856-r.png,test
BUS-BRA,bus_0857-l.png,train
BUS-BRA,bus_0857-r.png,train
BUS-BRA,bus_0858-l.png,train
BUS-BRA,bus_0858-r.png,train
BUS-BRA,bus_0859-l.png,test
BUS-BRA,bus_0859-r.png,test
BUS-BRA,bus_0860-l.png,train
BUS-BRA,bus_0860-r.png,train
BUS-BRA,bus_0861-l.png,test
BUS-BRA,bus_0861-r.png,test
BUS-BRA,bus_0862-l.png,val
BUS-BRA,bus_0862-r.png,val
BUS-BRA,bus_0863-l.png,train
BUS-BRA,bus_0863-r.png,train
BUS-BRA,bus_0864-l.png,train
BUS-BRA,bus_0864-r.png,train
BUS-BRA,bus_0865-l.png,train
BUS-BRA,bus_0865-r.png,train
BUS-BRA,bus_0866-l.png,train
BUS-BRA,bus_0866-r.png,train
BUS-BRA,bus_0867-l.png,train
BUS-BRA,bus_0867-r.png,train
BUS-BRA,bus_0868-l.png,train
BUS-BRA,bus_0868-r.png,train
BUS-BRA,bus_0869-l.png,test
BUS-BRA,bus_0869-r.png,test
BUS-BRA,bus_0870-l.png,test
BUS-BRA,bus_0870-r.png,test
BUS-BRA,bus_0871-s.png,test
BUS-BRA,bus_0872-l.png,val
BUS-BRA,bus_0872-r.png,val
BUS-BRA,bus_0873-l.png,train
BUS-BRA,bus_0873-r.png,train
BUS-BRA,bus_0874-l.png,train
BUS-BRA,bus_0874-r.png,train
BUS-BRA,bus_0875-l.png,train
BUS-BRA,bus_0875-r.png,train
BUS-BRA,bus_0876-l.png,train
BUS-BRA,bus_0876-r.png,train
BUS-BRA,bus_0877-l.png,train
BUS-BRA,bus_0877-r.png,train
BUS-BRA,bus_0878-s.png,train
BUS-BRA,bus_0879-l.png,train
BUS-BRA,bus_0879-r.png,train
BUS-BRA,bus_0880-l.png,test
BUS-BRA,bus_0880-r.png,test
BUS-BRA,bus_0881-l.png,test
BUS-BRA,bus_0881-r.png,test
BUS-BRA,bus_0882-l.png,train
BUS-BRA,bus_0882-r.png,train
BUS-BRA,bus_0883-s.png,train
BUS-BRA,bus_0884-l.png,train
BUS-BRA,bus_0884-r.png,train
BUS-BRA,bus_0885-l.png,test
BUS-BRA,bus_0885-r.png,test
BUS-BRA,bus_0886-s.png,train
BUS-BRA,bus_0887-l.png,train
BUS-BRA,bus_0887-r.png,train
BUS-BRA,bus_0888-l.png,test
BUS-BRA,bus_0888-r.png,test
BUS-BRA,bus_0889-l.png,test
BUS-BRA,bus_0889-r.png,test
BUS-BRA,bus_0890-l.png,val
BUS-BRA,bus_0890-r.png,val
BUS-BRA,bus_0891-l.png,train
BUS-BRA,bus_0891-r.png,train
BUS-BRA,bus_0892-l.png,train
BUS-BRA,bus_0892-r.png,train
BUS-BRA,bus_0893-l.png,test
BUS-BRA,bus_0893-r.png,test
BUS-BRA,bus_0894-s.png,test
BUS-BRA,bus_0895-l.png,train
BUS-BRA,bus_0895-r.png,train
BUS-BRA,bus_0896-l.png,test
BUS-BRA,bus_0896-r.png,test
BUS-BRA,bus_0897-l.png,train
BUS-BRA,bus_0897-r.png,train
BUS-BRA,bus_0898-l.png,val
BUS-BRA,bus_0898-r.png,val
BUS-BRA,bus_0899-s.png,train
BUS-BRA,bus_0900-l.png,test
BUS-BRA,bus_0900-r.png,test
BUS-BRA,bus_0901-l.png,train
BUS-BRA,bus_0901-r.png,train
BUS-BRA,bus_0902-l.png,train
BUS-BRA,bus_0902-r.png,train
BUS-BRA,bus_0903-l.png,train
BUS-BRA,bus_0903-r.png,train
BUS-BRA,bus_0904-l.png,train
BUS-BRA,bus_0904-r.png,train
BUS-BRA,bus_0905-l.png,val
BUS-BRA,bus_0905-r.png,val
BUS-BRA,bus_0906-l.png,test
BUS-BRA,bus_0906-r.png,test
BUS-BRA,bus_0907-l.png,test
BUS-BRA,bus_0907-r.png,test
BUS-BRA,bus_0908-l.png,train
BUS-BRA,bus_0908-r.png,train
BUS-BRA,bus_0909-l.png,train
BUS-BRA,bus_0909-r.png,train
BUS-BRA,bus_0910-l.png,train
BUS-BRA,bus_0910-r.png,train
BUS-BRA,bus_0911-l.png,test
BUS-BRA,bus_0911-r.png,test
BUS-BRA,bus_0912-l.png,train
BUS-BRA,bus_0912-r.png,train
BUS-BRA,bus_0913-l.png,val
BUS-BRA,bus_0913-r.png,val
BUS-BRA,bus_0914-l.png,train
BUS-BRA,bus_0914-r.png,train
BUS-BRA,bus_0915-l.png,train
BUS-BRA,bus_0915-r.png,train
BUS-BRA,bus_0916-l.png,train
BUS-BRA,bus_0916-r.png,train
BUS-BRA,bus_0917-s.png,train
BUS-BRA,bus_0918-l.png,train
BUS-BRA,bus_0918-r.png,train
BUS-BRA,bus_0919-l.png,test
BUS-BRA,bus_0919-r.png,test
BUS-BRA,bus_0920-s.png,test
BUS-BRA,bus_0921-l.png,test
BUS-BRA,bus_0921-r.png,test
BUS-BRA,bus_0922-l.png,test
BUS-BRA,bus_0922-r.png,test
BUS-BRA,bus_0923-l.png,train
BUS-BRA,bus_0923-r.png,train
BUS-BRA,bus_0924-l.png,train
BUS-BRA,bus_0924-r.png,train
BUS-BRA,bus_0925-l.png,test
BUS-BRA,bus_0925-r.png,test
BUS-BRA,bus_0926-l.png,val
BUS-BRA,bus_0926-r.png,val
BUS-BRA,bus_0927-l.png,train
BUS-BRA,bus_0927-r.png,train
BUS-BRA,bus_0928-l.png,train
BUS-BRA,bus_0928-r.png,train
BUS-BRA,bus_0929-l.png,test
BUS-BRA,bus_0929-r.png,test
BUS-BRA,bus_0930-l.png,train
BUS-BRA,bus_0930-r.png,train
BUS-BRA,bus_0931-l.png,train
BUS-BRA,bus_0931-r.png,train
BUS-BRA,bus_0932-l.png,train
BUS-BRA,bus_0932-r.png,train
BUS-BRA,bus_0933-l.png,val
BUS-BRA,bus_0933-r.png,val
BUS-BRA,bus_0934-l.png,train
BUS-BRA,bus_0934-r.png,train
BUS-BRA,bus_0935-l.png,train
BUS-BRA,bus_0935-r.png,train
BUS-BRA,bus_0936-l.png,train
BUS-BRA,bus_0936-r.png,train
BUS-BRA,bus_0937-l.png,test
BUS-BRA,bus_0937-r.png,test
BUS-BRA,bus_0938-l.png,val
BUS-BRA,bus_0938-r.png,val
BUS-BRA,bus_0939-s.png,test
BUS-BRA,bus_0940-s.png,test
BUS-BRA,bus_0941-l.png,train
BUS-BRA,bus_0941-r.png,train
BUS-BRA,bus_0942-l.png,train
BUS-BRA,bus_0942-r.png,train
BUS-BRA,bus_0943-s.png,val
BUS-BRA,bus_0944-l.png,train
BUS-BRA,bus_0944-r.png,train
BUS-BRA,bus_0945-l.png,train
BUS-BRA,bus_0945-r.png,train
BUS-BRA,bus_0946-s.png,test
BUS-BRA,bus_0947-l.png,train
BUS-BRA,bus_0947-r.png,train
BUS-BRA,bus_0948-l.png,train
BUS-BRA,bus_0948-r.png,train
BUS-BRA,bus_0949-l.png,test
BUS-BRA,bus_0949-r.png,test
BUS-BRA,bus_0950-l.png,train
BUS-BRA,bus_0950-r.png,train
BUS-BRA,bus_0951-l.png,train
BUS-BRA,bus_0951-r.png,train
BUS-BRA,bus_0952-l.png,test
BUS-BRA,bus_0952-r.png,test
BUS-BRA,bus_0953-l.png,train
BUS-BRA,bus_0953-r.png,train
BUS-BRA,bus_0954-l.png,train
BUS-BRA,bus_0954-r.png,train
BUS-BRA,bus_0955-l.png,train
BUS-BRA,bus_0955-r.png,train
BUS-BRA,bus_0956-l.png,test
BUS-BRA,bus_0956-r.png,test
BUS-BRA,bus_0957-s.png,test
BUS-BRA,bus_0958-l.png,train
BUS-BRA,bus_0958-r.png,train
BUS-BRA,bus_0959-s.png,val
BUS-BRA,bus_0960-l.png,train
BUS-BRA,bus_0960-r.png,train
BUS-BRA,bus_0961-l.png,train
BUS-BRA,bus_0961-r.png,train
BUS-BRA,bus_0962-l.png,train
BUS-BRA,bus_0962-r.png,train
BUS-BRA,bus_0963-l.png,train
BUS-BRA,bus_0963-r.png,train
BUS-BRA,bus_0964-l.png,test
BUS-BRA,bus_0964-r.png,test
BUS-BRA,bus_0965-l.png,test
BUS-BRA,bus_0965-r.png,test
BUS-BRA,bus_0966-l.png,train
BUS-BRA,bus_0966-r.png,train
BUS-BRA,bus_0967-l.png,train
BUS-BRA,bus_0967-r.png,train
BUS-BRA,bus_0968-l.png,train
BUS-BRA,bus_0968-r.png,train
BUS-BRA,bus_0969-l.png,train
BUS-BRA,bus_0969-r.png,train
BUS-BRA,bus_0970-s.png,test
BUS-BRA,bus_0971-l.png,test
BUS-BRA,bus_0971-r.png,test
BUS-BRA,bus_0972-s.png,val
BUS-BRA,bus_0973-l.png,train
BUS-BRA,bus_0973-r.png,train
BUS-BRA,bus_0974-l.png,train
BUS-BRA,bus_0974-r.png,train
BUS-BRA,bus_0975-l.png,train
BUS-BRA,bus_0975-r.png,train
BUS-BRA,bus_0976-l.png,train
BUS-BRA,bus_0976-r.png,train
BUS-BRA,bus_0977-l.png,train
BUS-BRA,bus_0977-r.png,train
BUS-BRA,bus_0978-l.png,train
BUS-BRA,bus_0978-r.png,train
BUS-BRA,bus_0979-l.png,test
BUS-BRA,bus_0979-r.png,test
BUS-BRA,bus_0980-l.png,test
BUS-BRA,bus_0980-r.png,test
BUS-BRA,bus_0981-l.png,test
BUS-BRA,bus_0981-r.png,test
BUS-BRA,bus_0982-l.png,train
BUS-BRA,bus_0982-r.png,train
BUS-BRA,bus_0983-l.png,test
BUS-BRA,bus_0983-r.png,test
BUS-BRA,bus_0984-l.png,test
BUS-BRA,bus_0984-r.png,test
BUS-BRA,bus_0985-l.png,test
BUS-BRA,bus_0985-r.png,test
BUS-BRA,bus_0986-l.png,train
BUS-BRA,bus_0986-r.png,train
BUS-BRA,bus_0987-l.png,val
BUS-BRA,bus_0987-r.png,val
BUS-BRA,bus_0988-s.png,train
BUS-BRA,bus_0989-l.png,train
BUS-BRA,bus_0989-r.png,train
BUS-BRA,bus_0990-l.png,val
BUS-BRA,bus_0990-r.png,val
BUS-BRA,bus_0991-s.png,train
BUS-BRA,bus_0992-l.png,train
BUS-BRA,bus_0992-r.png,train
BUS-BRA,bus_0993-l.png,train
BUS-BRA,bus_0993-r.png,train
BUS-BRA,bus_0994-l.png,train
BUS-BRA,bus_0994-r.png,train
BUS-BRA,bus_0995-l.png,test
BUS-BRA,bus_0995-r.png,test
BUS-BRA,bus_0996-l.png,train
BUS-BRA,bus_0996-r.png,train
BUS-BRA,bus_0997-l.png,test
BUS-BRA,bus_0997-r.png,test
BUS-BRA,bus_0998-s.png,train
BUS-BRA,bus_0999-l.png,test
BUS-BRA,bus_0999-r.png,test
BUS-BRA,bus_1000-l.png,train
BUS-BRA,bus_1000-r.png,train
BUS-BRA,bus_1001-l.png,val
BUS-BRA,bus_1001-r.png,val
BUS-BRA,bus_1002-l.png,train
BUS-BRA,bus_1002-r.png,train
BUS-BRA,bus_1003-l.png,train
BUS-BRA,bus_1003-r.png,train
BUS-BRA,bus_1004-l.png,train
BUS-BRA,bus_1004-r.png,train
BUS-BRA,bus_1005-s.png,train
BUS-BRA,bus_1006-l.png,train
BUS-BRA,bus_1006-r.png,train
BUS-BRA,bus_1007-l.png,train
BUS-BRA,bus_1007-r.png,train
BUS-BRA,bus_1008-l.png,train
BUS-BRA,bus_1008-r.png,train
BUS-BRA,bus_1009-l.png,train
BUS-BRA,bus_1009-r.png,train
BUS-BRA,bus_1010-l.png,test
BUS-BRA,bus_1010-r.png,test
BUS-BRA,bus_1011-l.png,test
BUS-BRA,bus_1011-r.png,test
BUS-BRA,bus_1012-l.png,test
BUS-BRA,bus_1012-r.png,test
BUS-BRA,bus_1013-l.png,test
BUS-BRA,bus_1013-r.png,test
BUS-BRA,bus_1014-l.png,train
BUS-BRA,bus_1014-r.png,train
BUS-BRA,bus_1015-s.png,test
BUS-BRA,bus_1016-l.png,train
BUS-BRA,bus_1016-r.png,train
BUS-BRA,bus_1017-l.png,val
BUS-BRA,bus_1017-r.png,val
BUS-BRA,bus_1018-l.png,train
BUS-BRA,bus_1018-r.png,train
BUS-BRA,bus_1019-l.png,train
BUS-BRA,bus_1019-r.png,train
BUS-BRA,bus_1020-l.png,train
BUS-BRA,bus_1020-r.png,train
BUS-BRA,bus_1021-l.png,train
BUS-BRA,bus_1021-r.png,train
BUS-BRA,bus_1022-l.png,test
BUS-BRA,bus_1022-r.png,test
BUS-BRA,bus_1023-l.png,test
BUS-BRA,bus_1023-r.png,test
BUS-BRA,bus_1024-l.png,val
BUS-BRA,bus_1024-r.png,val
BUS-BRA,bus_1025-l.png,train
BUS-BRA,bus_1025-r.png,train
BUS-BRA,bus_1026-l.png,test
BUS-BRA,bus_1026-r.png,test
BUS-BRA,bus_1027-l.png,test
BUS-BRA,bus_1027-r.png,test
BUS-BRA,bus_1028-l.png,train
BUS-BRA,bus_1028-r.png,train
BUS-BRA,bus_1029-l.png,train
BUS-BRA,bus_1029-r.png,train
BUS-BRA,bus_1030-l.png,train
BUS-BRA,bus_1030-r.png,train
BUS-BRA,bus_1031-l.png,train
BUS-BRA,bus_1031-r.png,train
BUS-BRA,bus_1032-l.png,train
BUS-BRA,bus_1032-r.png,train
BUS-BRA,bus_1033-l.png,val
BUS-BRA,bus_1033-r.png,val
BUS-BRA,bus_1034-l.png,train
BUS-BRA,bus_1034-r.png,train
BUS-BRA,bus_1035-l.png,train
BUS-BRA,bus_1035-r.png,train
BUS-BRA,bus_1036-l.png,train
BUS-BRA,bus_1036-r.png,train
BUS-BRA,bus_1037-l.png,train
BUS-BRA,bus_1037-r.png,train
BUS-BRA,bus_1038-l.png,train
BUS-BRA,bus_1038-r.png,train
BUS-BRA,bus_1039-l.png,train
BUS-BRA,bus_1039-r.png,train
BUS-BRA,bus_1040-l.png,test
BUS-BRA,bus_1040-r.png,test
BUS-BRA,bus_1041-l.png,train
BUS-BRA,bus_1041-r.png,train
BUS-BRA,bus_1042-l.png,test
BUS-BRA,bus_1042-r.png,test
BUS-BRA,bus_1043-l.png,train
BUS-BRA,bus_1043-r.png,train
BUS-BRA,bus_1044-l.png,test
BUS-BRA,bus_1044-r.png,test
BUS-BRA,bus_1045-l.png,val
BUS-BRA,bus_1045-r.png,val
BUS-BRA,bus_1046-l.png,train
BUS-BRA,bus_1046-r.png,train
BUS-BRA,bus_1047-l.png,train
BUS-BRA,bus_1047-r.png,train
BUS-BRA,bus_1048-l.png,train
BUS-BRA,bus_1048-r.png,train
BUS-BRA,bus_1049-l.png,train
BUS-BRA,bus_1049-r.png,train
BUS-BRA,bus_1050-l.png,test
BUS-BRA,bus_1050-r.png,test
BUS-BRA,bus_1051-l.png,train
BUS-BRA,bus_1051-r.png,train
BUS-BRA,bus_1052-l.png,test
BUS-BRA,bus_1052-r.png,test
BUS-BRA,bus_1053-s.png,test
BUS-BRA,bus_1054-l.png,test
BUS-BRA,bus_1054-r.png,test
BUS-BRA,bus_1055-l.png,val
BUS-BRA,bus_1055-r.png,val
BUS-BRA,bus_1056-l.png,test
BUS-BRA,bus_1056-r.png,test
BUS-BRA,bus_1057-l.png,train
BUS-BRA,bus_1057-r.png,train
BUS-BRA,bus_1058-l.png,train
BUS-BRA,bus_1058-r.png,train
BUS-BRA,bus_1059-l.png,train
BUS-BRA,bus_1059-r.png,train
BUS-BRA,bus_1060-s.png,test
BUS-BRA,bus_1061-l.png,train
BUS-BRA,bus_1061-r.png,train
BUS-BRA,bus_1062-l.png,train
BUS-BRA,bus_1062-r.png,train
BUS-BRA,bus_1063-l.png,train
BUS-BRA,bus_1063-r.png,train
BUS-BRA,bus_1064-l.png,test
BUS-BRA,bus_1064-r.png,test
